what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1725865458175
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1725865458195
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1725865458195
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1725865458205
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1725865458205
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1725865458205
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1725865458205
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1725865458205
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1725865458215
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1725865458225
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1725865458225
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1725865458225
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1725865458225
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1725865458225
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1725865458225
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1725865458225
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1725865458225
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1725865458245
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1725865458245
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1725865458255
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1725865458255
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1725865458255
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1725865458265
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1725865458265
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1725865458275
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1725865458285
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1725865458285
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1725865458285
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1725865458295
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1725865458305
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1725865458305
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1725865458305
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1725865458305
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1725865458305
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1725865458305
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1725865458355
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1725865458375
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1725865458375
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1725865458375
os,sysinfo,,,"win32",1725865458385
arch,sysinfo,,,"x86",1725865458385
ws,sysinfo,,,"win32",1725865458385
locale,sysinfo,,,"ru_RU",1725865458385
processors,sysinfo,,,"2",1725865458385
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1725865458385
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1725865458385
java.specification.name,sysinfo,,,"Java Platform API Specification",1725865458385
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1725865458385
java.specification.version,sysinfo,,,"1.6",1725865458385
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1725865458385
java.version,sysinfo,,,"1.6.0_23",1725865458385
java.vm.info,sysinfo,,,"mixed mode",1725865458385
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1725865458385
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1725865458385
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1725865458385
java.vm.specification.version,sysinfo,,,"1.0",1725865458385
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1725865458385
java.vm.version,sysinfo,,,"19.0-b09",1725865458385
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1725865458455
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1725865458475
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1725865459115
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1725865459505
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1725865459735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865459875
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1725865459895
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1725865460105
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1725865460225
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1725865464316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865481988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865483249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865484294
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725865486267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865489988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865503530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865508970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865516311
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1725865531064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865534724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865543455
started,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1725865552367
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1725865553267
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1725865553397
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1725865553397
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1725865553397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865559048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1725865672730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865831143
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1725865845195
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725865852746
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725865852866
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1725865853286
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725865857747
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725865858397
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725865858407
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1725865858457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1725865864628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1725865904164
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1725865911355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1725865915165
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1725865915865
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1725865915875
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1725865927547
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1725865931758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865932088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865981575
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project.commands.bspEditor",1725865983275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865983545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725865998907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866000407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866024051
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1725866027961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866028261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866049925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866054035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866062786
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725866062916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866064437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866334775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866336246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866343897
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1725866343927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866344977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866359749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866360909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866370231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866370261
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1725866383122
started,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1725866393034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866583196
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1725866583236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866585126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866585806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866588316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866592867
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1725866592897
error,log,,,"Unable to validate connection settings.",1725866602208
error,log,,,"Unable to validate connection settings.",1725866602218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866602268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866604489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866613000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866615340
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1725866615360
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1725866617521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866623161
error,log,,,"Unable to validate connection settings.",1725866626492
error,log,,,"Unable to validate connection settings.",1725866626492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866878294
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1725866878315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866879830
error,log,,,"No Byte Stream Services found for Nios II Console View",1725866883117
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1725866883350
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1725866883410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866892037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866892065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866896646
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1725866896679
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1725866896683
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1725866897193
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1725866897352
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1725866897544
activated,perspective,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui.debugPerspective",1725866897686
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725866897721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866897878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866897987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866903713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866903809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866903893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866908180
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1725866913983
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1725866914040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866915374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866917763
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1725866917803
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1725866920001
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1725866920085
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1725866921085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866923341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866926281
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1725866926386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866927444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866927458
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1725866930948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866932040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1725866937970
